State,Year,Quarter,HPI
ID,1995,1,167.41
ID,1995,2,171.83
ID,1995,3,175.07
ID,1995,4,176.63
ID,1996,1,179.22
ID,1996,2,177.56
ID,1996,3,178.21
ID,1996,4,179.56
ID,1997,1,181.18
ID,1997,2,181.65
ID,1997,3,184.49
ID,1997,4,186.77
ID,1998,1,188.80
ID,1998,2,189.60
ID,1998,3,190.52
ID,1998,4,191.77
ID,1999,1,193.77
ID,1999,2,194.57
ID,1999,3,193.06
ID,1999,4,192.98
ID,2000,1,195.42
ID,2000,2,195.63
ID,2000,3,197.20
ID,2000,4,199.60
ID,2001,1,204.41
ID,2001,2,206.65
ID,2001,3,207.88
ID,2001,4,210.29
ID,2002,1,210.68
ID,2002,2,211.72
ID,2002,3,214.95
ID,2002,4,217.08
ID,2003,1,219.12
ID,2003,2,220.94
ID,2003,3,222.74
ID,2003,4,226.03
ID,2004,1,228.60
ID,2004,2,234.35
ID,2004,3,242.39
ID,2004,4,248.62
ID,2005,1,254.78
ID,2005,2,266.10
ID,2005,3,281.91
ID,2005,4,294.88
ID,2006,1,305.50
ID,2006,2,317.17
ID,2006,3,325.56
ID,2006,4,333.73
ID,2007,1,338.44
ID,2007,2,338.99
ID,2007,3,339.38
ID,2007,4,339.61
ID,2008,1,340.92
ID,2008,2,333.05
ID,2008,3,323.15
ID,2008,4,323.48
ID,2009,1,324.53
ID,2009,2,313.20
ID,2009,3,299.39
ID,2009,4,294.23
ID,2010,1,284.99
ID,2010,2,280.19
ID,2010,3,279.34
ID,2010,4,272.36
ID,2011,1,257.64
ID,2011,2,248.57
ID,2011,3,253.06
ID,2011,4,257.48
ID,2012,1,255.62
ID,2012,2,252.83
ID,2012,3,258.23
ID,2012,4,262.62
ID,2013,1,265.19
ID,2013,2,268.06
ID,2013,3,276.18
ID,2013,4,277.49
ID,2014,1,281.43
ID,2014,2,286.17
ID,2014,3,290.11
ID,2014,4,292.49
ID,2015,1,297.36
ID,2015,2,302.25
ID,2015,3,309.48
ID,2015,4,315.01
ID,2016,1,317.79
ID,2016,2,324.61
ID,2016,3,335.61
ID,2016,4,338.33
ID,2017,1,343.25
ID,2017,2,359.95
ID,2017,3,366.74
ID,2017,4,372.77
IL,1975,1,66.27
IL,1975,2,62.74
IL,1975,3,63.93
IL,1975,4,67.00
IL,1976,1,67.49
IL,1976,2,70.27
IL,1976,3,73.42
IL,1976,4,72.93
IL,1977,1,80.27
IL,1977,2,83.53
IL,1977,3,83.16
IL,1977,4,88.82
IL,1978,1,90.65
IL,1978,2,97.69
IL,1978,3,99.33
IL,1978,4,101.88
IL,1979,1,97.04
IL,1979,2,101.76
IL,1979,3,100.32
IL,1979,4,99.80
IL,1980,1,100.00
IL,1980,2,100.23
IL,1980,3,101.94
IL,1980,4,99.69
IL,1981,1,100.99
IL,1981,2,107.10
IL,1981,3,105.97
IL,1981,4,108.52
IL,1982,1,103.89
IL,1982,2,103.54
IL,1982,3,99.50
IL,1982,4,101.29
IL,1983,1,102.05
IL,1983,2,104.79
IL,1983,3,105.86
IL,1983,4,107.10
IL,1984,1,107.68
IL,1984,2,110.39
IL,1984,3,111.05
IL,1984,4,112.63
IL,1985,1,113.49
IL,1985,2,114.91
IL,1985,3,116.22
IL,1985,4,118.19
IL,1986,1,119.88
IL,1986,2,122.56
IL,1986,3,125.31
IL,1986,4,128.24
IL,1987,1,130.70
IL,1987,2,135.39
IL,1987,3,138.51
IL,1987,4,140.45
IL,1988,1,143.41
IL,1988,2,147.95
IL,1988,3,151.34
IL,1988,4,152.71
IL,1989,1,155.54
IL,1989,2,158.63
IL,1989,3,162.21
IL,1989,4,164.17
IL,1990,1,165.93
IL,1990,2,167.77
IL,1990,3,169.77
IL,1990,4,170.26
IL,1991,1,172.31
IL,1991,2,174.10
IL,1991,3,175.33
IL,1991,4,177.76
IL,1992,1,178.95
IL,1992,2,180.51
IL,1992,3,182.23
IL,1992,4,183.88
IL,1993,1,185.00
IL,1993,2,186.68
IL,1993,3,188.61
IL,1993,4,190.27
IL,1994,1,192.94
IL,1994,2,195.69
IL,1994,3,197.35
IL,1994,4,197.70
IL,1995,1,199.71
IL,1995,2,202.58
IL,1995,3,204.99
IL,1995,4,206.88
IL,1996,1,209.14
IL,1996,2,209.80
IL,1996,3,210.82
IL,1996,4,212.84
IL,1997,1,214.28
IL,1997,2,215.79
IL,1997,3,218.02
IL,1997,4,220.03
IL,1998,1,221.92
IL,1998,2,222.82
IL,1998,3,224.96
IL,1998,4,226.64
IL,1999,1,228.68
IL,1999,2,231.42
IL,1999,3,234.75
IL,1999,4,237.13
IL,2000,1,241.82
IL,2000,2,245.98
IL,2000,3,250.00
IL,2000,4,252.86
IL,2001,1,256.16
IL,2001,2,260.59
IL,2001,3,265.40
IL,2001,4,267.88
IL,2002,1,272.52
IL,2002,2,277.35
IL,2002,3,280.91
IL,2002,4,284.10
IL,2003,1,287.07
IL,2003,2,289.97
IL,2003,3,294.05
IL,2003,4,303.26
IL,2004,1,306.52
IL,2004,2,313.51
IL,2004,3,323.87
IL,2004,4,328.45
IL,2005,1,335.24
IL,2005,2,343.10
IL,2005,3,350.12
IL,2005,4,356.52
IL,2006,1,361.28
IL,2006,2,364.08
IL,2006,3,366.84
IL,2006,4,370.88
IL,2007,1,373.14
IL,2007,2,371.87
IL,2007,3,368.90
IL,2007,4,370.11
IL,2008,1,368.61
IL,2008,2,361.20
IL,2008,3,349.23
IL,2008,4,348.12
IL,2009,1,346.69
IL,2009,2,336.79
IL,2009,3,325.98
IL,2009,4,322.93
IL,2010,1,317.68
IL,2010,2,314.06
IL,2010,3,317.31
IL,2010,4,315.21
IL,2011,1,304.47
IL,2011,2,298.45
IL,2011,3,300.56
IL,2011,4,300.49
IL,2012,1,296.80
IL,2012,2,293.19
IL,2012,3,296.29
IL,2012,4,296.46
IL,2013,1,294.65
IL,2013,2,296.62
IL,2013,3,297.57
IL,2013,4,299.13
IL,2014,1,300.18
IL,2014,2,305.27
IL,2014,3,309.66
IL,2014,4,311.00
IL,2015,1,313.73
IL,2015,2,316.85
IL,2015,3,318.77
IL,2015,4,320.37
IL,2016,1,321.81
IL,2016,2,326.52
IL,2016,3,330.53
IL,2016,4,332.58
IL,2017,1,333.76
IL,2017,2,339.08
IL,2017,3,342.95
IL,2017,4,344.02
IN,1975,1,66.10
IN,1975,2,61.07
IN,1975,3,63.33
IN,1975,4,62.96
IN,1976,1,61.91
IN,1976,2,65.48
IN,1976,3,65.35
IN,1976,4,68.45
IN,1977,1,70.54
IN,1977,2,71.26
IN,1977,3,73.59
IN,1977,4,78.16
IN,1978,1,81.06
IN,1978,2,84.12
IN,1978,3,86.89
IN,1978,4,89.02
IN,1979,1,93.48
IN,1979,2,96.15
IN,1979,3,97.82
IN,1979,4,97.62
IN,1980,1,100.00
IN,1980,2,98.46
IN,1980,3,101.89
IN,1980,4,100.96
IN,1981,1,103.81
IN,1981,2,102.42
IN,1981,3,104.87
IN,1981,4,107.08
IN,1982,1,104.10
IN,1982,2,103.92
IN,1982,3,101.76
IN,1982,4,104.23
IN,1983,1,105.91
IN,1983,2,105.82
IN,1983,3,105.37
IN,1983,4,104.79
IN,1984,1,104.89
IN,1984,2,107.44
IN,1984,3,106.28
IN,1984,4,108.42
IN,1985,1,109.19
IN,1985,2,110.76
IN,1985,3,111.41
IN,1985,4,113.07
IN,1986,1,114.29
IN,1986,2,116.34
IN,1986,3,118.11
IN,1986,4,119.56
IN,1987,1,121.33
IN,1987,2,122.73
IN,1987,3,124.32
IN,1987,4,124.72
IN,1988,1,127.39
IN,1988,2,129.10
IN,1988,3,129.70
IN,1988,4,131.09
IN,1989,1,132.13
IN,1989,2,133.94
IN,1989,3,136.27
IN,1989,4,136.66
IN,1990,1,137.65
IN,1990,2,138.97
IN,1990,3,140.19
IN,1990,4,140.75
IN,1991,1,142.94
IN,1991,2,144.15
IN,1991,3,145.24
IN,1991,4,147.34
IN,1992,1,148.57
IN,1992,2,149.97
IN,1992,3,152.25
IN,1992,4,153.07
IN,1993,1,154.10
IN,1993,2,155.60
IN,1993,3,157.49
IN,1993,4,158.99
IN,1994,1,160.67
IN,1994,2,163.06
IN,1994,3,165.00
IN,1994,4,165.13
IN,1995,1,167.35
IN,1995,2,170.28
IN,1995,3,173.25
IN,1995,4,175.26
IN,1996,1,177.43
IN,1996,2,179.13
IN,1996,3,180.53
IN,1996,4,182.84
IN,1997,1,184.19
IN,1997,2,186.13
IN,1997,3,188.80
IN,1997,4,191.20
IN,1998,1,192.99
IN,1998,2,194.67
IN,1998,3,196.94
IN,1998,4,198.66
IN,1999,1,200.48
IN,1999,2,201.56
IN,1999,3,202.62
IN,1999,4,203.66
IN,2000,1,205.22
IN,2000,2,206.96
IN,2000,3,209.81
IN,2000,4,211.70
IN,2001,1,216.17
IN,2001,2,217.92
IN,2001,3,219.43
IN,2001,4,221.42
IN,2002,1,223.08
IN,2002,2,223.73
IN,2002,3,226.17
IN,2002,4,227.17
IN,2003,1,229.01
IN,2003,2,230.14
IN,2003,3,231.72
IN,2003,4,233.72
IN,2004,1,235.04
IN,2004,2,235.86
IN,2004,3,238.53
IN,2004,4,241.17
IN,2005,1,242.77
IN,2005,2,244.91
IN,2005,3,248.51
IN,2005,4,249.22
IN,2006,1,249.21
IN,2006,2,248.70
IN,2006,3,250.21
IN,2006,4,252.75
IN,2007,1,253.58
IN,2007,2,254.37
IN,2007,3,253.29
IN,2007,4,253.74
IN,2008,1,255.75
IN,2008,2,253.74
IN,2008,3,249.79
IN,2008,4,249.48
IN,2009,1,253.25
IN,2009,2,249.25
IN,2009,3,244.86
IN,2009,4,244.81
IN,2010,1,241.38
IN,2010,2,241.66
IN,2010,3,244.74
IN,2010,4,244.20
IN,2011,1,238.97
IN,2011,2,236.89
IN,2011,3,239.72
IN,2011,4,241.00
IN,2012,1,238.63
IN,2012,2,238.32
IN,2012,3,240.45
IN,2012,4,241.15
IN,2013,1,241.19
IN,2013,2,241.66
IN,2013,3,242.61
IN,2013,4,242.92
IN,2014,1,242.43
IN,2014,2,246.62
IN,2014,3,248.88
IN,2014,4,250.17
IN,2015,1,252.93
IN,2015,2,256.68
IN,2015,3,257.51
IN,2015,4,259.62
IN,2016,1,260.04
IN,2016,2,265.05
IN,2016,3,269.29
IN,2016,4,271.14
IN,2017,1,271.35
IN,2017,2,278.28
IN,2017,3,283.16
IN,2017,4,285.30
KS,1975,1,61.89
KS,1975,2,62.32
KS,1975,3,63.73
KS,1975,4,64.65
KS,1976,1,66.90
KS,1976,2,67.70
KS,1976,3,68.73
KS,1976,4,70.63
KS,1977,1,72.85
KS,1977,2,76.20
KS,1977,3,77.65
KS,1977,4,80.36
KS,1978,1,82.72
KS,1978,2,85.04
KS,1978,3,88.78
KS,1978,4,90.67
KS,1979,1,92.59
KS,1979,2,94.41
KS,1979,3,97.03
KS,1979,4,98.28
KS,1980,1,100.00
KS,1980,2,101.44
KS,1980,3,102.59
KS,1980,4,104.46
KS,1981,1,99.08
KS,1981,2,103.70
KS,1981,3,102.97
KS,1981,4,105.60
KS,1982,1,104.03
KS,1982,2,104.41
KS,1982,3,105.57
KS,1982,4,105.48
KS,1983,1,106.18
KS,1983,2,109.18
KS,1983,3,106.74
KS,1983,4,107.89
KS,1984,1,108.27
KS,1984,2,108.29
KS,1984,3,107.85
KS,1984,4,108.03
KS,1985,1,108.95
KS,1985,2,109.53
KS,1985,3,110.32
KS,1985,4,110.86
KS,1986,1,113.06
KS,1986,2,113.51
KS,1986,3,114.53
KS,1986,4,115.15
KS,1987,1,115.97
KS,1987,2,117.75
KS,1987,3,117.29
KS,1987,4,116.55
KS,1988,1,117.32
KS,1988,2,118.13
KS,1988,3,117.24
KS,1988,4,118.96
KS,1989,1,117.93
KS,1989,2,119.96
KS,1989,3,119.65
KS,1989,4,120.24
KS,1990,1,120.00
KS,1990,2,119.76
KS,1990,3,119.80
KS,1990,4,119.32
KS,1991,1,119.85
KS,1991,2,120.67
KS,1991,3,120.81
KS,1991,4,122.43
KS,1992,1,123.08
KS,1992,2,123.67
KS,1992,3,125.10
KS,1992,4,125.44
KS,1993,1,126.19
KS,1993,2,127.20
KS,1993,3,128.96
KS,1993,4,130.09
KS,1994,1,132.32
KS,1994,2,136.33
KS,1994,3,137.97
KS,1994,4,139.26
KS,1995,1,140.44
KS,1995,2,143.36
KS,1995,3,144.62
KS,1995,4,146.82
KS,1996,1,147.41
KS,1996,2,150.24
KS,1996,3,151.78
KS,1996,4,153.19
KS,1997,1,153.56
KS,1997,2,155.99
KS,1997,3,157.84
KS,1997,4,159.78
KS,1998,1,161.61
KS,1998,2,163.17
KS,1998,3,165.96
KS,1998,4,167.81
KS,1999,1,169.47
KS,1999,2,172.78
KS,1999,3,174.74
KS,1999,4,175.76
KS,2000,1,179.20
KS,2000,2,180.66
KS,2000,3,183.24
KS,2000,4,185.11
KS,2001,1,188.68
KS,2001,2,190.99
KS,2001,3,193.13
KS,2001,4,194.86
KS,2002,1,197.44
KS,2002,2,199.39
KS,2002,3,201.33
KS,2002,4,202.93
KS,2003,1,204.46
KS,2003,2,205.90
KS,2003,3,207.41
KS,2003,4,210.62
KS,2004,1,212.74
KS,2004,2,214.90
KS,2004,3,217.10
KS,2004,4,219.63
KS,2005,1,221.91
KS,2005,2,224.92
KS,2005,3,227.72
KS,2005,4,228.84
KS,2006,1,229.92
KS,2006,2,232.03
KS,2006,3,233.95
KS,2006,4,236.06
KS,2007,1,237.61
KS,2007,2,240.21
KS,2007,3,239.43
KS,2007,4,239.56
KS,2008,1,241.38
KS,2008,2,239.80
KS,2008,3,236.92
KS,2008,4,237.29
KS,2009,1,240.24
KS,2009,2,238.47
KS,2009,3,236.67
KS,2009,4,236.28
KS,2010,1,234.30
KS,2010,2,234.07
KS,2010,3,236.46
KS,2010,4,236.48
KS,2011,1,232.93
KS,2011,2,229.10
KS,2011,3,232.05
KS,2011,4,233.76
KS,2012,1,232.14
KS,2012,2,230.89
KS,2012,3,233.36
KS,2012,4,233.41
KS,2013,1,234.66
KS,2013,2,233.27
KS,2013,3,235.97
KS,2013,4,235.36
KS,2014,1,236.41
KS,2014,2,239.26
KS,2014,3,243.09
KS,2014,4,243.03
KS,2015,1,245.07
KS,2015,2,248.30
KS,2015,3,250.75
KS,2015,4,252.61
KS,2016,1,253.72
KS,2016,2,260.41
KS,2016,3,263.67
KS,2016,4,266.10
KS,2017,1,264.65
KS,2017,2,273.93
KS,2017,3,277.24
KS,2017,4,277.85
KY,1975,1,64.07
KY,1975,2,65.92
KY,1975,3,67.02
KY,1975,4,68.85
KY,1976,1,69.62
KY,1976,2,68.79
KY,1976,3,69.16
KY,1976,4,69.74
KY,1977,1,70.23
KY,1977,2,73.46
KY,1977,3,76.97
KY,1977,4,78.74
KY,1978,1,81.54
KY,1978,2,84.40
KY,1978,3,88.88
KY,1978,4,91.48
KY,1979,1,95.83
KY,1979,2,97.94
KY,1979,3,97.09
KY,1979,4,99.58
KY,1980,1,100.00
KY,1980,2,101.38
KY,1980,3,101.31
KY,1980,4,104.93
KY,1981,1,107.91
KY,1981,2,105.93
KY,1981,3,103.31
KY,1981,4,104.17
KY,1982,1,106.93
KY,1982,2,106.86
KY,1982,3,105.18
KY,1982,4,107.26
KY,1983,1,108.90
KY,1983,2,109.94
KY,1983,3,110.17
KY,1983,4,109.52
KY,1984,1,112.88
KY,1984,2,110.89
KY,1984,3,112.93
KY,1984,4,113.12
KY,1985,1,114.56
KY,1985,2,115.67
KY,1985,3,115.02
KY,1985,4,117.22
KY,1986,1,118.84
KY,1986,2,120.96
KY,1986,3,121.11
KY,1986,4,123.73
KY,1987,1,125.27
KY,1987,2,126.67
KY,1987,3,129.33
KY,1987,4,129.63
KY,1988,1,131.93
KY,1988,2,133.01
KY,1988,3,135.29
KY,1988,4,136.53
KY,1989,1,138.17
KY,1989,2,139.25
KY,1989,3,142.00
KY,1989,4,142.72
KY,1990,1,143.19
KY,1990,2,144.40
KY,1990,3,145.51
KY,1990,4,145.05
KY,1991,1,147.57
KY,1991,2,148.81
KY,1991,3,149.57
KY,1991,4,151.48
KY,1992,1,152.48
KY,1992,2,153.72
KY,1992,3,155.77
KY,1992,4,157.13
KY,1993,1,157.91
KY,1993,2,159.78
KY,1993,3,161.00
KY,1993,4,162.94
KY,1994,1,165.59
KY,1994,2,169.89
KY,1994,3,171.45
KY,1994,4,173.34
KY,1995,1,175.27
KY,1995,2,178.09
KY,1995,3,180.64
KY,1995,4,182.25
KY,1996,1,184.59
KY,1996,2,186.17
KY,1996,3,188.11
KY,1996,4,189.91
KY,1997,1,192.95
KY,1997,2,193.96
KY,1997,3,196.27
KY,1997,4,198.70
KY,1998,1,200.45
KY,1998,2,202.83
KY,1998,3,205.26
KY,1998,4,207.96
KY,1999,1,209.79
KY,1999,2,212.18
KY,1999,3,213.93
KY,1999,4,215.75
KY,2000,1,219.01
KY,2000,2,220.94
KY,2000,3,222.78
KY,2000,4,225.66
KY,2001,1,230.01
KY,2001,2,232.11
KY,2001,3,234.00
KY,2001,4,235.87
KY,2002,1,237.73
KY,2002,2,239.36
KY,2002,3,241.88
KY,2002,4,244.17
KY,2003,1,246.17
KY,2003,2,248.12
KY,2003,3,250.22
KY,2003,4,253.81
KY,2004,1,256.83
KY,2004,2,259.08
KY,2004,3,262.22
KY,2004,4,267.22
KY,2005,1,269.03
KY,2005,2,272.80
KY,2005,3,277.29
KY,2005,4,278.55
KY,2006,1,281.27
KY,2006,2,282.14
KY,2006,3,283.41
KY,2006,4,286.53
KY,2007,1,288.98
KY,2007,2,289.85
KY,2007,3,289.37
KY,2007,4,292.43
KY,2008,1,293.75
KY,2008,2,293.63
KY,2008,3,289.20
KY,2008,4,290.88
KY,2009,1,293.53
KY,2009,2,290.59
KY,2009,3,287.19
KY,2009,4,287.19
KY,2010,1,285.05
KY,2010,2,284.00
KY,2010,3,288.05
KY,2010,4,287.60
KY,2011,1,283.44
KY,2011,2,280.61
KY,2011,3,282.96
KY,2011,4,283.95
KY,2012,1,283.76
KY,2012,2,282.72
KY,2012,3,284.81
KY,2012,4,286.10
KY,2013,1,286.18
KY,2013,2,286.98
KY,2013,3,286.59
KY,2013,4,285.47
KY,2014,1,285.65
KY,2014,2,290.54
KY,2014,3,291.90
KY,2014,4,293.68
KY,2015,1,296.49
KY,2015,2,300.56
KY,2015,3,302.27
KY,2015,4,304.84
KY,2016,1,306.74
KY,2016,2,312.42
KY,2016,3,316.46
KY,2016,4,318.63
KY,2017,1,321.76
KY,2017,2,329.72
KY,2017,3,334.82
KY,2017,4,336.04
LA,1975,1,51.64
LA,1975,2,55.56
LA,1975,3,53.04
LA,1975,4,55.13
LA,1976,1,58.54
LA,1976,2,58.76
LA,1976,3,58.26
LA,1976,4,61.86
LA,1977,1,62.69
LA,1977,2,64.94
LA,1977,3,62.67
LA,1977,4,68.67
LA,1978,1,73.53
LA,1978,2,73.50
LA,1978,3,78.01
LA,1978,4,81.76
LA,1979,1,87.95
LA,1979,2,92.17
LA,1979,3,95.43
LA,1979,4,97.45
LA,1980,1,100.00
LA,1980,2,98.95
LA,1980,3,101.24
LA,1980,4,102.69
LA,1981,1,106.62
LA,1981,2,108.32
LA,1981,3,111.27
LA,1981,4,113.07
LA,1982,1,114.05
LA,1982,2,115.55
LA,1982,3,115.23
LA,1982,4,115.36
LA,1983,1,116.18
LA,1983,2,117.07
LA,1983,3,115.75
LA,1983,4,116.40
LA,1984,1,116.64
LA,1984,2,117.23
LA,1984,3,115.82
LA,1984,4,114.40
LA,1985,1,111.52
LA,1985,2,113.12
LA,1985,3,113.18
LA,1985,4,110.72
LA,1986,1,113.62
LA,1986,2,114.35
LA,1986,3,111.71
LA,1986,4,110.62
LA,1987,1,110.67
LA,1987,2,110.30
LA,1987,3,104.81
LA,1987,4,104.71
LA,1988,1,101.94
LA,1988,2,102.28
LA,1988,3,101.16
LA,1988,4,99.80
LA,1989,1,100.54
LA,1989,2,100.47
LA,1989,3,102.35
LA,1989,4,102.15
LA,1990,1,101.63
LA,1990,2,102.59
LA,1990,3,103.00
LA,1990,4,103.44
LA,1991,1,102.85
LA,1991,2,105.22
LA,1991,3,106.24
LA,1991,4,107.92
LA,1992,1,109.16
LA,1992,2,110.28
LA,1992,3,111.73
LA,1992,4,112.83
LA,1993,1,113.70
LA,1993,2,115.63
LA,1993,3,117.68
LA,1993,4,119.29
LA,1994,1,121.40
LA,1994,2,124.10
LA,1994,3,125.28
LA,1994,4,125.21
LA,1995,1,126.68
LA,1995,2,129.22
LA,1995,3,131.29
LA,1995,4,132.61
LA,1996,1,134.55
LA,1996,2,136.24
LA,1996,3,136.99
LA,1996,4,138.98
LA,1997,1,140.40
LA,1997,2,141.38
LA,1997,3,143.36
LA,1997,4,145.70
LA,1998,1,147.68
LA,1998,2,148.99
LA,1998,3,151.51
LA,1998,4,152.90
LA,1999,1,154.28
LA,1999,2,155.92
LA,1999,3,157.03
LA,1999,4,157.43
LA,2000,1,159.88
LA,2000,2,160.53
LA,2000,3,162.36
LA,2000,4,163.74
LA,2001,1,167.95
LA,2001,2,169.70
LA,2001,3,171.26
LA,2001,4,172.86
LA,2002,1,173.81
LA,2002,2,175.22
LA,2002,3,178.28
LA,2002,4,180.89
LA,2003,1,182.85
LA,2003,2,184.72
LA,2003,3,186.40
LA,2003,4,189.54
LA,2004,1,191.64
LA,2004,2,194.53
LA,2004,3,197.77
LA,2004,4,200.47
LA,2005,1,202.65
LA,2005,2,206.88
LA,2005,3,210.82
LA,2005,4,217.85
LA,2006,1,224.53
LA,2006,2,230.34
LA,2006,3,235.17
LA,2006,4,238.99
LA,2007,1,241.49
LA,2007,2,243.95
LA,2007,3,245.08
LA,2007,4,245.92
LA,2008,1,246.66
LA,2008,2,246.25
LA,2008,3,243.23
LA,2008,4,243.90
LA,2009,1,247.20
LA,2009,2,245.38
LA,2009,3,241.95
LA,2009,4,242.14
LA,2010,1,240.14
LA,2010,2,238.77
LA,2010,3,242.01
LA,2010,4,241.17
LA,2011,1,237.71
LA,2011,2,236.63
LA,2011,3,237.00
LA,2011,4,239.94
LA,2012,1,238.83
LA,2012,2,239.45
LA,2012,3,243.18
LA,2012,4,243.22
LA,2013,1,242.69
LA,2013,2,244.36
LA,2013,3,246.30
LA,2013,4,245.71
LA,2014,1,246.62
LA,2014,2,248.60
LA,2014,3,252.96
LA,2014,4,253.17
LA,2015,1,257.09
LA,2015,2,259.51
LA,2015,3,262.94
LA,2015,4,263.13
LA,2016,1,266.80
LA,2016,2,271.26
LA,2016,3,272.67
LA,2016,4,274.93
LA,2017,1,273.37
LA,2017,2,279.25
LA,2017,3,282.94
LA,2017,4,283.67
MA,1975,1,67.12
MA,1975,2,65.69
MA,1975,3,67.34
MA,1975,4,70.46
MA,1976,1,68.05
MA,1976,2,69.06
MA,1976,3,69.43
MA,1976,4,70.39
MA,1977,1,72.70
MA,1977,2,69.78
MA,1977,3,73.75
MA,1977,4,73.94
MA,1978,1,78.36
MA,1978,2,79.62
MA,1978,3,85.22
MA,1978,4,87.61
MA,1979,1,91.67
MA,1979,2,94.18
MA,1979,3,97.98
MA,1979,4,98.73
MA,1980,1,100.00
MA,1980,2,104.28
MA,1980,3,108.79
MA,1980,4,109.39
MA,1981,1,112.84
MA,1981,2,119.40
MA,1981,3,122.00
MA,1981,4,122.31
MA,1982,1,124.06
MA,1982,2,125.25
MA,1982,3,127.32
MA,1982,4,128.52
MA,1983,1,130.85
MA,1983,2,136.82
MA,1983,3,143.86
MA,1983,4,148.93
MA,1984,1,157.25
MA,1984,2,165.52
MA,1984,3,175.40
MA,1984,4,181.55
MA,1985,1,191.24
MA,1985,2,205.70
MA,1985,3,218.78
MA,1985,4,233.16
MA,1986,1,242.55
MA,1986,2,254.62
MA,1986,3,267.07
MA,1986,4,279.81
MA,1987,1,289.29
MA,1987,2,296.42
MA,1987,3,305.52
MA,1987,4,307.87
MA,1988,1,311.12
MA,1988,2,316.59
MA,1988,3,315.42
MA,1988,4,317.65
MA,1989,1,315.00
MA,1989,2,312.87
MA,1989,3,317.62
MA,1989,4,318.36
MA,1990,1,314.14
MA,1990,2,305.27
MA,1990,3,299.96
MA,1990,4,292.96
MA,1991,1,289.92
MA,1991,2,286.90
MA,1991,3,283.59
MA,1991,4,286.32
MA,1992,1,285.41
MA,1992,2,281.96
MA,1992,3,283.54
MA,1992,4,284.17
MA,1993,1,282.26
MA,1993,2,283.98
MA,1993,3,284.99
MA,1993,4,286.71
MA,1994,1,286.93
MA,1994,2,284.11
MA,1994,3,283.87
MA,1994,4,281.59
MA,1995,1,283.23
MA,1995,2,288.53
MA,1995,3,293.20
MA,1995,4,294.85
MA,1996,1,298.47
MA,1996,2,298.89
MA,1996,3,300.20
MA,1996,4,304.04
MA,1997,1,306.73
MA,1997,2,311.34
MA,1997,3,315.85
MA,1997,4,320.74
MA,1998,1,325.01
MA,1998,2,331.85
MA,1998,3,340.10
MA,1998,4,345.10
MA,1999,1,352.09
MA,1999,2,363.64
MA,1999,3,378.71
MA,1999,4,387.52
MA,2000,1,404.05
MA,2000,2,417.03
MA,2000,3,432.29
MA,2000,4,442.66
MA,2001,1,454.59
MA,2001,2,468.35
MA,2001,3,484.11
MA,2001,4,493.87
MA,2002,1,508.22
MA,2002,2,526.89
MA,2002,3,542.29
MA,2002,4,554.54
MA,2003,1,565.46
MA,2003,2,574.60
MA,2003,3,585.31
MA,2003,4,610.33
MA,2004,1,620.56
MA,2004,2,635.09
MA,2004,3,665.65
MA,2004,4,676.70
MA,2005,1,691.10
MA,2005,2,707.43
MA,2005,3,718.40
MA,2005,4,723.40
MA,2006,1,724.19
MA,2006,2,715.27
MA,2006,3,709.89
MA,2006,4,711.81
MA,2007,1,706.24
MA,2007,2,695.89
MA,2007,3,682.47
MA,2007,4,682.73
MA,2008,1,679.28
MA,2008,2,657.92
MA,2008,3,641.74
MA,2008,4,642.61
MA,2009,1,642.67
MA,2009,2,626.95
MA,2009,3,616.14
MA,2009,4,617.26
MA,2010,1,613.75
MA,2010,2,611.83
MA,2010,3,615.45
MA,2010,4,615.20
MA,2011,1,606.24
MA,2011,2,599.49
MA,2011,3,602.70
MA,2011,4,603.39
MA,2012,1,599.68
MA,2012,2,598.15
MA,2012,3,601.87
MA,2012,4,604.77
MA,2013,1,606.79
MA,2013,2,612.21
MA,2013,3,620.57
MA,2013,4,624.62
MA,2014,1,628.59
MA,2014,2,642.48
MA,2014,3,650.04
MA,2014,4,654.80
MA,2015,1,659.00
MA,2015,2,667.48
MA,2015,3,680.08
MA,2015,4,685.35
MA,2016,1,692.06
MA,2016,2,702.48
MA,2016,3,713.71
MA,2016,4,722.26
MA,2017,1,730.27
MA,2017,2,750.72
MA,2017,3,763.30
MA,2017,4,767.08
MD,1975,1,62.03
MD,1975,2,62.43
MD,1975,3,65.07
MD,1975,4,66.52
MD,1976,1,66.95
MD,1976,2,69.58
MD,1976,3,70.47
MD,1976,4,71.88
MD,1977,1,72.10
MD,1977,2,73.39
MD,1977,3,76.53
MD,1977,4,77.30
MD,1978,1,81.72
MD,1978,2,83.53
MD,1978,3,85.60
MD,1978,4,88.47
MD,1979,1,91.19
MD,1979,2,94.58
MD,1979,3,96.87
MD,1979,4,97.90
MD,1980,1,100.00
MD,1980,2,103.07
MD,1980,3,104.87
MD,1980,4,107.60
MD,1981,1,110.87
MD,1981,2,112.78
MD,1981,3,110.74
MD,1981,4,114.42
MD,1982,1,115.50
MD,1982,2,111.81
MD,1982,3,115.00
MD,1982,4,111.69
MD,1983,1,113.94
MD,1983,2,115.38
MD,1983,3,116.65
MD,1983,4,118.20
MD,1984,1,118.96
MD,1984,2,122.76
MD,1984,3,124.27
MD,1984,4,124.58
MD,1985,1,126.71
